CompanyName,Website,LinkedIn,Sub Industry,Country,Employees
Pottery Barn,http://www.potterybarn.com/,http://www.linkedin.com/company/pottery-barn,Furniture,United States,11‚-000
Printemps,http://www.groupe-printemps.com/,http://www.linkedin.com/company/printemps,HoldCo,France,3‚-300
Rauch M√∂belwerke GmbH,http://www.rauchmoebel.de/,http://www.linkedin.com/company/rauch-mobelwerke-gmbh,Furniture,Germany,1‚-100
Raymour & Flanigan Furniture and Mattresses,http://www.raymourflanigan.com/,http://www.linkedin.com/company/raymour-&-flanigan,Furniture,United States,5‚-800
Rejuvenation,https://www.rejuvenation.com/,https://www.linkedin.com/company/rejuvenation/,Furniture,United States,200-500
Resident,http://www.residenthome.com/,http://www.linkedin.com/company/residenthome,Furniture,United States,580
Rh,http://www.rh.com/,http://www.linkedin.com/company/rh1,Furniture,United States,5‚-700
Roche Bobois,http://www.roche-bobois.com/,http://www.linkedin.com/company/roche-bobois,Furniture,France,1‚-100
Room & Board,http://www.roomandboard.com/,http://www.linkedin.com/company/room-&-board,Furniture,United States,1‚-100
Rooms to Go,http://www.roomstogo.com/,http://www.linkedin.com/company/rooms-to-go,Furniture,United States,7‚-500
Rove Concepts ,https://www.roveconcepts.com/?srsltid=AfmBOoqS6dYKNXDtrGN9irCTEzgrzl5j5PrJ1zVwZycXHz1YHI9VygqU,https://www.linkedin.com/company/rove-concepts/,Furniture,United States,200-500
Rowe Furniture,http://www.rowefurniture.com/,http://www.linkedin.com/company/rowe-furniture,Furniture,United States,230
Saatva,http://www.saatva.com/,https://www.linkedin.com/company/saatva/,Furniture,United States,380
Safavieh,https://safavieh.com/,https://www.linkedin.com/company/safavieh-home,Furniture,United States,"501√¢¬Ä¬î1,000"
Saks Global,https://www.saksglobal.com/company,,HoldCo,United States,/
Salling Group,http://www.sallinggroup.com/,http://www.linkedin.com/company/sallinggroup,HoldCo,Denmark,60‚-000
Sam Levitz Furniture,http://www.samlevitz.com/,http://www.linkedin.com/company/sam-levitz-furniture,Furniture,United States,230
Samo Industries S.P.A.,http://www.samoindustries.it/,http://www.linkedin.com/company/samo-industries,HoldCo,Italy,330
Satur,http://www.satur.it/,http://www.linkedin.com/company/la-satur-passione-casa,Furniture,Italy,210
Sauder Manufacturing Co.,http://www.saudermfg.com/,http://www.linkedin.com/company/sauder-manufacturing-co.,Furniture,United States,230
Sauder Woodworking Co.,http://www.sauder.com/,http://www.linkedin.com/company/sauder-woodworking,Furniture,United States,660
Scandinavian Designs | Dania Furniture,http://www.scandinaviandesigns.com/,http://www.linkedin.com/company/scandinavian-designs,Furniture,United States,350
Schiever,http://www.schiever.com/,http://www.linkedin.com/company/schiever,HoldCo,France,7‚-000
Schmidt Groupe,http://www.groupe.schmidt/,http://www.linkedin.com/company/schmidt-groupe,HoldCo,France,"1,000-5,000"
Sealy,http://www.sealy.com/,http://www.linkedin.com/company/sealy,Furniture,United States,1‚-100
Sedus,http://www.sedus.com/,http://www.linkedin.com/company/sedus-stoll,Furniture,Germany,980
Selfridges Group,http://www.selfridgesgroup.com/,http://www.linkedin.com/company/selfridges-group,HoldCo,United Kingdom,12‚-000
Serena and Lily,https://www.serenaandlily.com/,https://www.linkedin.com/company/serena-&-lily/,Furniture,United States,200-500
Shop Direct,http://www.shopdirect.jobs/,http://www.linkedin.com/company/shop-direct-group,HoldCo,United Kingdom,2‚-100
Showroom,http://www.by-showroom.com/,http://www.linkedin.com/company/byshowroom,Furniture,United States,380
showroomprive.com,http://www.showroomprivegroup.com/,http://www.linkedin.com/company/showroomprive,HoldCo,France,1‚-300
Silvera,http://www.silvera.fr/,http://www.linkedin.com/company/silvera-sec,Furniture,France,260
Sit 'n Sleep,http://www.sitnsleep.com/,http://www.linkedin.com/company/sit-'n-sleep,Furniture,United States,220
Skeidar,http://www.linkedin.com/company/skeidar,https://facebook.com/skeidar.no,Furniture,Norway,600
Sleep Country Canada,http://www.sleepcountry.ca/,http://www.linkedin.com/company/sleep-country-canada,Furniture,Canada,1‚-700
Sleep Number Corporation,http://www.sleepnumber.com/,http://www.linkedin.com/company/sleep-number-corporation,Furniture,United States,3‚-600
Snooze,http://www.snooze.com.au/,http://www.linkedin.com/company/snooze-management-pty-ltd,Furniture,Australia,570
Sofacompany,http://www.sofacompanyprofessional.com/,http://www.linkedin.com/company/sofacompany,Furniture,Denmark,260
Sokoa,http://www.sokoa.com/,http://www.linkedin.com/company/sokoa,Furniture,France,420
Songmics Home,http://www.songmicshomeb2b.com/,http://www.linkedin.com/company/songmicshome,Furniture,United States,210
South Shore Furniture,http://www.southshorefurniture.com/,http://www.linkedin.com/company/meubles-south-shore,Furniture,Canada,700
Steinhafels Furniture,https://www.steinhafels.com/,https://www.linkedin.com/company/steinhafels,Furniture,United States,"501√¢¬Ä¬î1,000"
Stevens Industries Inc.,http://www.stevensind.com/,http://www.linkedin.com/company/stevens-industries-inc-,HoldCo,United States,530
Structube,http://www.structube.com/,http://www.linkedin.com/company/structube,Furniture,Canada,450
Sun Garden,http://www.sun-garden.eu/,http://www.linkedin.com/company/sun-garden,Furniture,Germany,230
Surplus Furniture & Mattress,http://www.surplusfurniture.com/,http://www.linkedin.com/company/surplus-furniture-&-mattress,Furniture,United States,410
Szynaka Meble,http://www.szynaka.pl/,http://www.linkedin.com/company/szynaka-meble,Furniture,Poland,3‚-000
Tangram Interiors,http://www.tangraminteriors.com/,http://www.linkedin.com/company/tangram-interiors,Furniture,United States,370
Tayco,http://www.tayco.com/,http://www.linkedin.com/company/tayco,Furniture,Canada,270
Team Office - Your Workplace Interiors Team,http://www.teamoffice.us/,http://www.linkedin.com/company/team-office-llc,Furniture,United States,780
Teknion,http://www.teknion.com/,http://www.linkedin.com/company/teknion,Furniture,Canada,2‚-200
Temple & Webster,http://www.templeandwebster.com.au/,http://www.linkedin.com/company/temple-&-webster,Furniture,Australia,310
Tepperman's,http://www.teppermans.com/,http://www.linkedin.com/company/teppermans,Furniture,Canada,300
The Collective,http://www.collective.space/,http://www.linkedin.com/company/collective-spaces,Furniture,United States,260
The Cotswold Company | B Corp‚Ñ¢,http://www.cotswoldco.com/,http://www.linkedin.com/company/the-cotswold-company,Furniture,United Kingdom,250
The Dufresne Group,https://thedufresnegroup.ca/,http://www.linkedin.com/company/the-dufresne-group,HoldCo,Canada,"1,000-5,000"
The Dump Luxury Furniture Outlet,http://www.thedump.com/,http://www.linkedin.com/company/the-dump,Furniture,United States,300
The One Total Home Experience,http://www.theone.com/,http://www.linkedin.com/company/the-one-total-home-experience,Furniture,United States,320
The Romo Group,http://www.romo.com/,http://www.linkedin.com/company/the-romo-group,HoldCo,United Kingdom,320
Theodore Alexander,http://www.theodorealexander.com/,http://www.linkedin.com/company/theodore-alexander,Furniture,United States,220
Tis,http://www.tis.rs/,http://www.linkedin.com/company/tis-doo,Furniture,Serbia,260
Tomasella Industria Mobili S.R.L.,http://www.tomasella.it/,http://www.linkedin.com/company/tomasella-industria-mobili-srl,Furniture,Italy,250
Ton,http://www.ton.eu/,http://www.linkedin.com/company/ton-furniture,Furniture,Czech Republic,500
Tuuci,http://www.tuuci.com/,http://www.linkedin.com/company/tuuci,Furniture,United States,210
Twin-Star International,http://www.twinstarhome.com/,http://www.linkedin.com/company/twin-star-international-inc,Furniture,United States,320
Uform,http://www.uform.co.uk/,http://www.linkedin.com/company/uform,Furniture,United Kingdom,250
Urban Barn,http://www.urbanbarn.com/,http://www.linkedin.com/company/urban-barn,Furniture,Canada,400
Usm Modular Furniture,http://www.usm.com/,http://www.linkedin.com/company/usmmodularfurniture,Furniture,Switzerland,460
Value City Furniture,http://www.valuecityfurniture.com/,http://www.linkedin.com/company/value-city-furniture,Furniture,United States,1‚-400
Vanguard Furniture,http://www.vanguardfurniture.com/,http://www.linkedin.com/company/vanguard-furniture,Furniture,United States,560
vente-unique.com,http://www.vente-unique.com/,http://www.linkedin.com/company/vente-unique-com,Furniture,France,350
Versa Concept LLC,http://www.versaconcept.com/,http://www.linkedin.com/company/versaconcept,Furniture,United States,780
Vispring Ltd,http://www.vispring.com/,http://www.linkedin.com/company/vi-spring-ltd,Furniture,United Kingdom,210
Vox Capital Group,https://vox.pl/,https://www.linkedin.com/company/vox-capital-group,Furniture,Poland,"1,000-5,000"
Walter E. Smithe Furniture & Design,http://www.smithe.com/,http://www.linkedin.com/company/walter-e-smithe-furniture,Furniture,United States,300
Wesfarmers,http://www.wesfarmers.com.au/,http://www.linkedin.com/company/wesfarmers,HoldCo,Australia,120‚-000
West Elm,https://www.westelm.co.uk/,https://www.linkedin.com/company/west-elm/,Furniture,United States,"> 10,000"
Whalen Furniture,http://www.whalenfurniture.com/,http://www.linkedin.com/company/whalen-furniture,Furniture,United States,220
Why Brands Inc.,http://www.whybrands.com/,http://www.linkedin.com/company/why-brands-inc,HoldCo,United States,400
Wilkhahn,http://www.wilkhahn.com/,http://www.linkedin.com/company/wilkhahn,Furniture,Germany,460
Williams-Sonoma Inc.,http://www.williams-sonomainc.com/,http://www.linkedin.com/company/williams-sonoma-inc-,HoldCo,United States,"> 10,000"
Woolworths Group,http://www.woolworthsgroup.com.au/,http://www.linkedin.com/company/woolworths-group,HoldCo,Australia,201‚-000
XXXLutz Deutschland,http://www.xxxlutz.de/,http://www.linkedin.com/company/xxxlutz-deutschland,Furniture,Germany,12‚-000
Z Gallerie,http://www.zgallerie.com/,http://www.linkedin.com/company/z-gallerie,Furniture,United States,930
Zinus,http://www.zinus.com/,http://www.linkedin.com/company/zinus-inc,Furniture,United States,380
zurbrueggen,https://www.zurbrueggen.de/,https://www.linkedin.com/company/zurbr%C3%BCggen-wohn-zentrum-gmbh,Furniture,Germany,
HSL Chairs,https://www.hslchairs.com/,https://www.linkedin.com/company/hsl-chairs/about/,Furniture,United Kingdom,"500-1,000"
OFS,https://ofs.com/,https://www.linkedin.com/company/ofs-/,Furniture,United States,"1,000-5,000"
NowyStyl,https://www.nowystyl.com/fr/,https://www.linkedin.com/company/nowy-styl-global/,Furniture,Poland,"5,000-10,000"
Perigold,https://www.perigold.com/,https://www.linkedin.com/company/perigold/,Furniture,United States,"1,000-5,000"
Harry Corry,https://www.harrycorry.com/,https://www.linkedin.com/company/harry-corry-limited/?originalSubdomain=fr,Furniture,Ireland,"500-1,000"
Overstock,https://www.overstock.com/,https://www.linkedin.com/company/overstock/,Furniture,United States,"500-1,000"
Flexsteel,https://www.flexsteel.com/,https://www.linkedin.com/company/flexsteel-industries-inc/,Furniture,United States,"1,000-5,000"
Jordan's Furniture ,https://www.jordans.com/,https://www.linkedin.com/company/jordan's-furniture/,Furniture,United States,"1,000-5,000"
Swiss Sense,https://www.swisssense.nl/,https://www.linkedin.com/company/swisssense/,Furniture,Netherlands,"1,000-5,000"
Sofology ,https://www.sofology.co.uk/,https://www.linkedin.com/company/sofology/,Furniture,United Kingdom,"1,000-5,000"
Baer's Furniture,https://www.baers.com/,https://www.linkedin.com/company/baers-furniture/,Furniture,United States,"500-1,000"
Bob's Mills Furniture ,https://www.bobmillsfurniture.com/,https://www.linkedin.com/company/bob-mills-furniture/,Furniture,United States,"500-1,000"
Badcock,http://www.badcock.com,https://www.linkedin.com/company/w.s.-badcock-corporation/about/,Furniture,United States,"1,000-5,000"
Slumberland Furniture,https://www.slumberland.com/,https://www.linkedin.com/company/slumberland-furniture/,Furniture,United States,"500-1,000"
AJ Products,https://www.ajproducts.co.uk/,https://www.linkedin.com/company/aj-products-uk-ltd/,Furniture,United Kingdom,"1,000-5,000"
IMG Comfort,https://www.imgcomfort.com/int,https://www.linkedin.com/company/img-as/about/,Furniture,United States,"500-1,000"
Gardner White ,https://www.gardner-white.com/,https://www.linkedin.com/company/gardner-white/,Furniture,United States,"500-1,000"
Matratzen Concord,https://www.matratzen-concord.de/,https://www.linkedin.com/company/matratzen-concord/,Bedding,Germany,"1,000-5,000"
Purple,https://purple.com/,https://www.linkedin.com/company/purple-innovation-llc/,Furniture,United States,"1,000-5,000"
SilentNight,https://www.silentnight.co.uk/,https://www.linkedin.com/company/silentnight-group/about/,Bedding,United Kingdom,"500-1,000"
Malouf Home,https://www.maloufhome.com/,https://www.linkedin.com/company/maloufhome/,Bedding,United States,"500-1,000"
Watson's,https://www.watsons.com/,https://www.linkedin.com/company/watsons/,Furniture,United States,"500-1,000"
Dunnes Stores,https://www.dunnesstores.com/,https://www.linkedin.com/company/dunnes-stores/about/,Retail,Ireland,"> 10,000"
Shaw,https://shawinc.com/,https://www.linkedin.com/company/shaw-industries/,HoldCo,United States,"> 10,000"
Calico,https://www.calicocorners.com/c-710-all-furniture.aspx,https://www.linkedin.com/company/calico-corners---calico-home/,Furniture,United States,"500-1,000"
Neiman Marcus,https://www.neimanmarcus.com/,https://www.linkedin.com/company/neimanmarcus-nm/about/,Retail,United States,"5,000-10,000"
Grüne Erde,https://grueneerde.com/de/index.html,https://www.linkedin.com/company/gruene-erde/,Furniture,Austria,"500-1,000"
Symphony,https://symphony-group.co.uk/,https://www.linkedin.com/company/symphony-group-plc/,Kitchen & Bath,United Kingdom,"5,000-10,000"
Wren Kitchens,https://www.wrenkitchens.com/,https://www.linkedin.com/company/wren-kitchens/,Kitchen & Bath,United Kingdom,"5,000-10,000"
Buy IT Direct Group,http://www.buyitdirectgroup.co.uk/,http://www.linkedin.com/company/buy-it-direct-ltd.,HoldCo,United Kingdom,440
Intergamma,http://www.intergamma.nl/,http://www.linkedin.com/company/intergamma,HoldCo,Netherlands,12‚-000
Rue Gilt Groupe,http://www.ruegiltgroupe.com/,http://www.linkedin.com/company/rue-gilt-groupe,HoldCo,United States,650
Sainsbury's,http://www.sainsburys.co.uk/,http://www.linkedin.com/company/sainsburys,HoldCo,United Kingdom,142‚-000
Sobeys,https://corporate.sobeys.com/fr/our-brands,http://www.linkedin.com/company/sobeys,HoldCo,Canada,129‚-000
The TJX Companies Inc.,http://www.tjx.com/,http://www.linkedin.com/company/tjx,HoldCo,United States,364‚-000
Serena & Lily,http://www.serenaandlily.com/,http://www.linkedin.com/company/serena-&-lily,Furniture,United States,490
Westwing,http://www.westwing.com/,http://www.linkedin.com/company/westwing-home-&-living,HoldCo,Germany,1‚-300
Topps Tiles,http://www.toppstiles.co.uk/,http://www.linkedin.com/company/toppstiles,HoldCo,United Kingdom,1‚-900
Abc Warehouse,http://www.abcwarehouse.com/,http://www.linkedin.com/company/abc-warehouse,Retail,United States,510
Abt,http://www.abt.com/,http://www.linkedin.com/company/abt-electronics,Retail,United States,830
Aki,http://www.aki.pt/,http://www.linkedin.com/company/aki,Retail,Portugal,490
Argos,http://www.argos.co.uk/,http://www.linkedin.com/company/argos-uk,Retail,United Kingdom,11‚-000
Arnotts,https://www.arnotts.ie/,https://twitter.com/brownthomas,Retail,Ireland,300
Barbeques Galore,https://www.bbqgalore.com/,https://www.linkedin.com/company/barbeques-galore,Retail,Australia,
Baur Versand,https://www.baur.de/,https://www.linkedin.com/company/baur-versand,Retail,Germany,"1,001√¢¬Ä¬î5,000"
Bed Bath & Beyond,http://www.bedbathandbeyond.com/,http://www.linkedin.com/company/bed-bath-and-beyond,Retail,United States,32‚-000
Best Buy,https://www.bestbuy.com/home,https://www.linkedin.com/company/best-buy-canada,Retail,Canada,"10,001√¢¬Ä¬î50,000"
Best Choice Products,http://www.bestchoiceproducts.com/,http://www.linkedin.com/company/best-choice-products,Retail,United States,290
Bestcheck,https://www.bestcheck.de/,,Retail,Germany,
Blinds to Go,http://www.blindstogo.com/,http://www.linkedin.com/company/blinds-to-go,Retail,United States,650
Brico Dépôt,http://www.bricodepot.fr/,http://www.linkedin.com/company/brico-depot,Retail,France,9‚-000
Bricoman,http://www.bricoman.fr/,linkedin.com/company/bricoman,Retail,France,3‚-200
Bricomarché,http://www.bricomarche.com/,http://www.linkedin.com/company/bricomarche,Retail,France,4‚-000
Bricorama France,http://www.bricorama.fr/,http://www.linkedin.com/company/bricorama-france,Retail,France,3‚-900
Brookstone,http://www.brookstone.com/,https://www.linkedin.com/company/brookstone/,Retail,United States,2‚-900
Bunnings,http://www.bunnings.com.au/,http://www.linkedin.com/company/bunnings,Retail,Australia,53‚-000
But,https://www.but.fr/,fr.linkedin.com/company/but,Retail,France,5000-10000
buybuy Baby,http://www.buybuybaby.com/,http://www.linkedin.com/company/buybuybaby,Retail,United States,1‚-200
Bygghemma,http://www.bygghemma.se/,http://www.linkedin.com/company/bygghemma,Retail,Sweden,260
Canadian Tire Corporation,http://www.canadiantire.ca/,http://www.linkedin.com/company/canadian-tire,Retail,Canada,14‚-000
Carraig Donn,http://www.carraigdonn.com/,http://www.linkedin.com/company/carraig-donn,Retail,Ireland,350
Casper,http://www.casper.com/,http://www.linkedin.com/company/casper,Retail,United States,450
Castorama,http://www.castorama.fr/,http://www.linkedin.com/company/castorama,Retail,France,8‚-200
Centrakor,http://www.centrakor.com/,http://www.linkedin.com/company/centrakor,Retail,France,2
Conforama Suisse SA,http://www.conforama.ch/,http://www.linkedin.com/company/confo-suisse-sa,Retail,Switzerland,270
Conn's HomePlus,http://www.conns.com/,http://www.linkedin.com/company/connshomeplus,Retail,United States,4‚-500
Costco Wholesale,http://www.costco.com/,http://www.linkedin.com/company/costco-wholesale,Retail,United States,333‚-000
Dedeman,http://www.dedeman.ro/,http://www.linkedin.com/company/dedeman,Retail,Romania,13‚-000
El Corte Ingl√©s,http://www.elcorteingles.com/,http://www.linkedin.com/company/elcorteingles,Retail,Spain,81‚-000
Electronic-star,https://www.electronic-star.fr/,,Retail,Germany,
Ermitazas,http://www.ermitazas.lt/,http://www.linkedin.com/company/ermita%c5%beas,Retail,Lithuania,670
Eurobrico S.P.A.,http://www.eurobrico.com/,http://www.linkedin.com/company/eurobrico-spa,Retail,Italy,840
Europris,http://www.europris.no/,http://www.linkedin.com/company/europris-as,Retail,Norway,6‚-800
Fabricville,http://www.fabricville.com/,http://www.linkedin.com/company/fabricville,Retail,Canada,890
Family Leisure,http://www.familyleisure.com/,http://www.linkedin.com/company/family-leisure,Retail,United States,210
fonq.nl,http://www.fonq.nl/,http://www.linkedin.com/company/fonq-nl,Retail,Netherlands,220
"Fotex, Salling Group",http://www.foetex.dk/,dk.linkedin.com/company/f-tex-salling-group,Retail,Denmark,15‚-000
Fred Meyer,http://www.fredmeyer.com/,http://www.linkedin.com/company/fred-meyer,Retail,United States,12‚-000
Freemans,https://www.freemans.com/,https://www.linkedin.com/company/freemans,Retail,United States,"1,001√¢¬Ä¬î5,000"
Galeria,http://www.galeria.de/,http://www.linkedin.com/company/galeria-karstadt-kaufhof-gmbh,Retail,Germany,12‚-000
Galeries Lafayette,https://www.galerieslafayette.com/,http://www.linkedin.com/company/galeries-lafayette,Retail,France,13‚-000
Globus,http://www.globus.ch/,http://www.linkedin.com/company/grands-magasins-globus-sa,Retail,Switzerland,2‚-000
Great Lakes Ace Hardware,http://www.greatlakesace.com/,http://www.linkedin.com/company/greatlakesace,Retail,United States,930
Harrods,http://www.harrods.com/,http://www.linkedin.com/company/harrods,Retail,United Kingdom,4‚-600
Harvey Norman Ireland,http://www.harveynorman.ie/,http://www.linkedin.com/company/harvey-norman-ireland,Retail,Ireland,270
Hayneedle.Com,http://www.hayneedle.com/,http://www.linkedin.com/company/hayneedle,Retail,United States,220
Hema,http://www.hema.com/,http://www.linkedin.com/company/hema,Retail,Netherlands,7‚-100
Hillier Nurseries Ltd,http://www.hillier.co.uk/,http://www.linkedin.com/company/hillier-nurseries-ltd,Retail,United Kingdom,250
Hobby Lobby,http://www.hobbylobby.com/,http://www.linkedin.com/company/hobby-lobby,Retail,United States,46‚-000
Home Bargains,http://www.home.bargains/,http://www.linkedin.com/company/tj-morris,Retail,United Kingdom,27‚-000
Home Hardware,http://www.homehardware.com.au/,http://www.linkedin.com/company/home-hardware-au,Retail,Australia,330
Home Hardware Stores Limited,http://www.homehardware.ca/,http://www.linkedin.com/company/homehardware,Retail,Canada,4‚-100
Homebase,http://www.homebase.co.uk/,http://www.linkedin.com/company/homebase-uk,Retail,United Kingdom,"5,000-10,000"
Hornbach Byggmarknad AB,http://www.hornbach.se/,http://www.linkedin.com/company/hornbach-byggmarknad-ab,Retail,Sweden,510
Hubo,http://www.hubo.be/,http://www.linkedin.com/company/hubo-belgie-nv,Retail,Belgium,1‚-900
IKEA,http://www.ikea.com/,http://www.linkedin.com/company/ikea,Retail,Netherlands,216‚-000
Inno,http://www.inno.be/,http://www.linkedin.com/company/innobe,Retail,Belgium,1‚-400
Intratuin,http://www.intratuin.nl/,http://www.linkedin.com/company/intratuin,Retail,Netherlands,1‚-200
Jardiland,http://www.jardiland.com/,http://www.linkedin.com/company/jardiland,Retail,France,1‚-200
Jarrolds,http://www.jarrolds.co.uk/,http://www.linkedin.com/company/jarroldsnorfolk,Retail,United Kingdom,400
Jcpenney,http://www.jcpenney.com/,http://www.linkedin.com/company/jcpenney,Retail,United States,50‚-000
John Lewis & Partners,http://www.johnlewis.com/,http://www.linkedin.com/company/johnlewisandpartners,Retail,United Kingdom,69‚-000
Jojo Maman ,http://www.jojomamanbebe.co.uk/,http://www.linkedin.com/company/jojo-maman-bebe,Retail,United Kingdom,660
Joules,http://www.joules.com/,http://www.linkedin.com/company/joules,Retail,United Kingdom,970
JYSK,http://www.jysk.com/,http://www.linkedin.com/company/jysk,Retail,Denmark,31‚-000
K bygg,https://k-bygg.se/,https://www.linkedin.com/company/k-bygg/,Retail,Sweden,
Karkkainen,http://www.karkkainen.com/,http://www.linkedin.com/company/karkkainen,Retail,Finland,210
Kaufland,http://www.kaufland.com/,https://www.linkedin.com/company/kauflandecommerce/,Retail,Germany,155‚-000
Kent Building Supplies,http://www.kent.ca/,http://www.linkedin.com/company/kent-building-supplies,Retail,Canada,3‚-700
Klarstein,https://www.klarstein.fr/,https://fr-fr.facebook.com/KLARSTEIN.France/,Retail,Germany,
Kmart,http://www.kmart.com/,http://www.linkedin.com/company/kmart,Retail,United States,20‚-000
Kohl's,http://www.kohls.com/,http://www.linkedin.com/company/kohls-department-stores,Retail,United States,87‚-000
Kwantum,https://www.kwantum.nl/,http://www.linkedin.com/company/kwantum,Retail,Netherlands,1‚-700
La Foir'Fouille,http://www.lafoirfouille.fr/,http://www.linkedin.com/company/la-foir'fouille,Retail,France,1‚-500
La Maison Simons,http://www.simons.ca/,http://www.linkedin.com/company/maisonsimons,Retail,Canada,1‚-600
La Redoute,http://www.laredoute.com/,http://www.linkedin.com/company/la-redoute,Retail,France,2‚-000
Lapeyre,http://www.lapeyre.fr/,http://www.linkedin.com/company/lapeyre,Retail,France,2‚-900
Leekes,http://www.leekes.co.uk/,http://www.linkedin.com/company/leekes,Retail,United Kingdom,240
Lidl in Germany,http://www.lidl.de/,http://www.linkedin.com/company/lidl-in-deutschland,Retail,Germany,100‚-000
Lowe's Companies Inc.,http://www.lowes.com/,http://www.linkedin.com/company/lowe's-home-improvement,Retail,United States,161‚-000
Macy's,http://www.macys.com/,http://www.linkedin.com/company/macy,Retail,United States,81‚-000
Magasins Hart Stores,http://www.hartstores.com/,http://www.linkedin.com/company/hart-stores,Retail,Canada,570
Maisons du Monde,http://www.maisonsdumonde.com/,http://www.linkedin.com/company/maisons-du-monde,Retail,France,5‚-600
Mamas & Papas,http://www.mamasandpapas.com/,uk.linkedin.com/company/mamas-&-papas,Retail,United Kingdom,860
Manufactum Group,http://www.manufactum.de/,http://www.linkedin.com/company/manufactum-gmbh-&-co-kg,Retail,Germany,700
Matalan,http://www.matalan.co.uk/,http://www.linkedin.com/company/matalan,Retail,United Kingdom,11‚-000
Maxbo,http://www.maxbo.no/,http://www.linkedin.com/company/lovenskiold-handel-as,Retail,Norway,300
Maxi Bazar,http://www.maxibazar.fr/,http://www.linkedin.com/company/maxi-bazar,Retail,France,290
Media Expert - Terg,http://www.mediaexpert.pl/,http://www.linkedin.com/company/kariera-media-expert,Retail,Poland,3‚-100
Megaflis AS,http://www.megaflis.no/,http://www.linkedin.com/company/megaflis-as,Retail,Norway,540
Megatek S.A,http://www.megateksa.com/,http://www.linkedin.com/company/megatek-s-a,Retail,Albania,460
Merkur,http://www.merkur.si/,http://www.linkedin.com/company/merkur,Retail,Slovenia,550
Metro Italia,http://www.metro.it/,http://www.linkedin.com/company/metro-italia,Retail,Italy,4‚-000
Moi,http://www.moii.com/,http://www.linkedin.com/company/moiinc,Retail,United States,2‚-500
Mr.Bricolage,http://www.mr-bricolage.com/,http://www.linkedin.com/company/mr-bricolage,Retail,France,530
Mrprice Branded Bargains,http://www.mrprice.ie/,https://www.linkedin.com/company/mrpricebrandedbargains/?originalSubdomain=ie,Retail,Ireland,390
Muji U.S.A. Limited,http://www.muji.us/,http://www.linkedin.com/company/muji-u.s.a.-limited,Retail,United States,340
Nebraska Furniture Mart,http://www.nfm.com/,http://www.linkedin.com/company/nebraska-furniture-mart,Retail,United States,5‚-000
Netto Marken-Discount,http://www.netto-online.de/,https://www.linkedin.com/company/netto-marken-discount/,Retail,Germany,83‚-000
Next,https://www.next.co.uk/,https://www.linkedin.com/company/lifeatnext/,Retail,United Kingdom,10000
Nordstrom,http://www.nordstrom.com/,http://www.linkedin.com/company/nordstrom,Retail,United States,55‚-000
Notcutts Ltd.,http://www.notcutts.co.uk/,http://www.linkedin.com/company/notcutts-ltd-,Retail,United Kingdom,1‚-100
Novey Panam√°,http://www.novey.com.pa/,http://www.linkedin.com/company/novey-panama,Retail,United States,430
Ocean State Job Lot,http://www.oceanstatejoblot.com/,http://www.linkedin.com/company/ocean-state-job-lot,Retail,United States,5‚-600
Office Depot,http://www.officedepot.com/,http://www.linkedin.com/company/office-depot,Retail,United States,33‚-000
Okay,http://www.okay.cz/,http://www.linkedin.com/company/okaycz,Retail,Czech Republic,310
Overstock,http://www.overstock.com/,http://www.linkedin.com/company/overstock,Retail,United States,1‚-100
Patrick Morin,http://www.patrickmorin.com/,http://www.linkedin.com/company/patrickmorin,Retail,Canada,1‚-200
Pearl (Versandhandel),https://www.pearl.fr/,https://www.facebook.com/settings?tab=ads,Retail,France,
Pier 1,http://www.pier1.com/,http://www.linkedin.com/company/pier-1-imports,Retail,United States,18‚-000
Pigu.Lt,http://www.pigu.lt/,http://www.linkedin.com/company/pigu-lt,Retail,Lithuania,420
Plantagen,https://plantagen.se/en,http://www.linkedin.com/company/plantagen,Retail,Sweden,540
Plow & Hearth,http://www.plowandhearth.com/,http://www.linkedin.com/company/plow-&-hearth,Retail,United States,510
Poco,https://www.poco.de/,https://www.linkedin.com/company/poco-einrichtungsm%C3%A4rkte-gmbh,Retail,Germany,"5,000-10,000"
Praktiker,http://www.praktiker.hu/,https://www.linkedin.com/company/praktiker/,Retail,Hungary,1‚-800
Pricesmart,http://www.pricesmart.com/,http://www.linkedin.com/company/pricesmart,Retail,United States,12‚-000
Progressive Leasing,https://progleasing.com/,https://www.linkedin.com/company/progressive-leasing,Retail,United States,
Quince,http://www.quince.com/,http://www.linkedin.com/company/onequince,Retail,United States,1‚-600
Qvc Deutschland,https://www.qvc.de/,https://www.linkedin.com/company/qvc-deutschland,Retail,Germany,"1,000-5,000"
Rc Willey,http://www.rcwilley.com/,http://www.linkedin.com/company/rc-willey,Retail,United States,4‚-400
Rent-A-Center,http://www.rentacenter.com/,http://www.linkedin.com/company/rent-a-center,Retail,United States,15‚-000
Retif,https://www.retif.eu/,https://www.linkedin.com/company/retif,Retail,France,"501√¢¬Ä¬î1,000"
Rinascente,http://www.rinascente.it/,http://www.linkedin.com/company/rinascente,Retail,Italy,1‚-700
Robert Dyas,http://www.robertdyas.co.uk/,http://www.linkedin.com/company/robert-dyas,Retail,United Kingdom,1‚-300
Sam's Club,http://www.samsclub.com/,http://www.linkedin.com/company/sam's-club,Retail,United States,47‚-000
Sears Stores,http://www.linkedin.com/company/sears-stores,https://facebook.com/sears,Retail,United States,16‚-000
